ch0_vibration,ch1_sound,label
0.46657402295,0.024527753555555556,brake_1
0.32031386705000003,-0.0015935097777777761,brake_1
-0.47712262819999995,0.012698746222222224,brake_1
-0.65575303355,-0.12352431877777777,brake_1
-0.63551325025,0.019208760555555555,brake_1
0.31629881070000004,0.010343772222222223,brake_1
0.68820025935,-0.02629366811111111,brake_1
0.58123769595,-0.01204201511111111,brake_1
-0.4550794205,0.04936325522222222,brake_1
-0.9150379396,-0.1208986581111111,brake_1
-0.5805636399,-0.0016476471111111085,brake_1
0.0915775081,-0.007711028444444441,brake_1
0.7049367689,0.047021815555555554,brake_1
0.6145340281999999,-0.027471155111111107,brake_1
-0.1281843774,0.007582768222222223,brake_1
-0.66787740705,-0.05667824644444444,brake_1
-0.82038862185,-0.06869673444444443,brake_1
-0.056553091349999994,-0.02870277944444444,brake_1
0.6842948707,0.015581559222222222,brake_1
0.78647470385,0.06537437155555555,brake_1
0.01959284835,0.02402698322222222,brake_1
-0.63585443865,-0.003610125444444442,brake_1
-0.6963605458000001,-0.07646544177777777,brake_1
-0.2182703003,-0.07641130444444444,brake_1
0.5790504345999999,0.00497064188888889,brake_1
0.62801097,0.000734395555555557,brake_1
0.26906858790000004,0.16762625988888888,brake_1
-0.40629557195,-0.045688367777777766,brake_1
-0.7184646800000001,-0.13930535144444442,brake_1
-0.3075154375,-0.10511762544444443,brake_1
0.39354142740000003,0.14731122555555556,brake_1
0.73412665505,0.014999582888888889,brake_1
0.31209488220000003,0.15227832588888887,brake_1
-0.21439537490000002,0.02171261222222222,brake_1
-0.7303453475,-0.057530909444444445,brake_1
-0.16903559565,-0.1753202124444444,brake_1
0.2345110771,0.04290737822222222,brake_1
0.66409773595,-0.011622450777777776,brake_1
0.1594496291,0.06439989955555556,brake_1
-0.0418880828,-0.02992086944444444,brake_1
-0.8363330869000001,-0.041492724444444434,brake_1
-0.32185753559999997,-0.18107230411111108,brake_1
0.18279057125,-0.041262640777777776,brake_1
0.7047296188,-0.0639732521111111,brake_1
0.17780678354999999,0.10479988455555554,brake_1
-0.0990493251,0.03194456822222222,brake_1
-0.5398891085,-0.10637631844444444,brake_1
-0.23036421055,-0.09721357477777777,brake_1
0.0217557391,-0.023113099777777774,brake_1
0.5583110539999999,-0.007372670111111108,brake_1
0.20324968995,0.08991211788888888,brake_1
-0.10129751295,0.01842376922222222,brake_1
-0.58504173765,-0.03858284277777778,brake_1
-0.34252989705,0.018518509555555555,brake_1
-0.04625651285,-0.03587597611111111,brake_1
0.16462838159999998,-0.14692518111111108,brake_1
0.3181875322,0.015189063555555556,brake_1
0.09238783055,0.027627115888888887,brake_1
-0.6917179465000001,-0.02314016844444444,brake_1
-0.39789990025,-0.08773954144444444,brake_1
0.11025148035,-0.026036515777777772,brake_1
0.32234271950000004,-0.05835650377777778,brake_1
0.0885311831,-0.05805874844444445,brake_1
-0.027698300949999997,-0.11564733677777776,brake_1
-0.2677913595,-0.011324695444444442,brake_1
-0.1483388636,-0.029568976777777773,brake_1
-0.13707355375,0.07709510422222221,brake_1
0.32898980065,0.06314120655555555,brake_1
-0.08085057955000001,0.06335775588888888,brake_1
-0.06679483600000001,-0.1205332311111111,brake_1
-0.48724861249999996,-0.0849244001111111,brake_1
0.037511332,-0.08177090044444443,brake_1
0.19838775525,0.036871065555555554,brake_1
0.5564954443,0.015919917555555555,brake_1
-0.0478345092,0.09810038955555554,brake_1
0.13421996545,-0.014816553444444443,brake_1
-0.6100886218,-0.11633758777777777,brake_1
-0.27131291119999995,-0.08602068111111111,brake_1
0.0775278572,0.004997710555555557,brake_1
0.7461596388,0.09700410855555554,brake_1
