time,vibration,souns,
7/28/2023 15:31,-0.185059265,-0.049450912,1
7/28/2023 15:31,0.020829656,0.01211677,1
7/28/2023 15:31,0.046199451,0.029373045,1
7/28/2023 15:31,-0.022897293,0.079071117,1
7/28/2023 15:31,-0.030793367,0.041229121,1
7/28/2023 15:31,-0.189244916,0.034692038,1
7/28/2023 15:31,-0.220561137,0.106911241,1
7/28/2023 15:31,-0.259273835,0.0856082,1
7/28/2023 15:31,0.196572146,0.037101149,1
7/28/2023 15:31,-0.008128709,0.051230993,1
7/28/2023 15:31,-0.082964729,0.020467454,1
7/28/2023 15:31,-0.186302166,0.005660893,1
7/28/2023 15:31,-0.116382914,0.028290298,1
7/28/2023 15:31,-0.018443566,0.078949308,1
7/28/2023 15:31,0.063502577,0.164635172,1
7/28/2023 15:31,-0.186503223,0.163227602,1
7/28/2023 15:31,-0.094699173,0.121541855,1
7/28/2023 15:31,0.011501809,0.080857649,1
7/28/2023 15:31,-0.080101184,-0.030854738,1
7/28/2023 15:31,-0.067391916,-0.158266952,1
7/28/2023 15:31,0.071879971,-0.167023666,1
7/28/2023 15:31,0.036049096,-0.131225354,1
7/28/2023 15:31,-0.077859088,-0.090825369,1
7/28/2023 15:31,0.023741943,0.020589263,1
7/28/2023 15:31,0.039674223,0.110565511,1
7/28/2023 15:31,-0.204488726,0.158666531,1
7/28/2023 15:31,-0.11074112,0.193003135,1
7/28/2023 15:31,-0.009048699,0.182473424,1
7/28/2023 15:31,0.085088836,0.075646931,1
7/28/2023 15:31,0.078904796,-0.074327017,1
7/28/2023 15:31,0.11836689,-0.106430456,1
7/28/2023 15:31,0.005378696,-0.140333961,1
7/28/2023 15:31,-0.022885107,-0.140306892,1
7/28/2023 15:31,-0.031993619,-0.072459279,1
7/28/2023 15:31,-0.036867739,0.05100091,1
7/28/2023 15:31,0.0164003,0.12368028,1
7/28/2023 15:31,0.025112789,0.162997518,1
7/28/2023 15:31,-0.062926003,0.172336208,1
7/28/2023 15:31,-0.066660798,0.109225612,1
7/28/2023 15:31,-0.068768855,0.08307728,1
7/28/2023 15:31,-0.095613071,0.069367,1
7/28/2023 15:31,-0.044002232,0.039645604,1
7/28/2023 15:31,0.044987014,-0.004760544,1
7/28/2023 15:31,0.030169689,-0.048530578,1
7/28/2023 15:31,-0.006258266,-0.08523569,1
7/28/2023 15:31,0.020390986,-0.075964671,1
7/28/2023 15:31,-0.014964662,-0.03579477,1
7/28/2023 15:31,-0.07986357,0.01892454,1
7/28/2023 15:31,0.012299946,0.051271596,1
7/28/2023 15:31,0.143011659,0.08479614,1
7/28/2023 15:31,0.084674536,0.060880973,1
7/28/2023 15:31,-0.015427704,-0.001986005,1
7/28/2023 15:31,0.005518827,-0.090311065,1
7/28/2023 15:31,0.124002591,-0.102911529,1
7/28/2023 15:31,-0.132388306,-0.057733924,1
7/28/2023 15:31,-0.212987973,0.019195226,1
7/28/2023 15:31,-0.09184172,0.088342135,1
7/28/2023 15:32,-0.049071317,0.163430617,1
7/28/2023 15:32,-0.032718645,0.147257088,1
7/28/2023 15:32,-0.070127516,0.097653757,1
7/28/2023 15:32,0.050988274,0.041391533,1
7/28/2023 15:32,0.126025351,0.040051634,1
7/28/2023 15:32,-0.104538803,0.028953481,1
7/28/2023 15:32,-0.053098559,0.043895385,1
7/28/2023 15:32,0.125745089,0.06205846,1
7/28/2023 15:32,0.003081767,0.041283258,1
7/28/2023 15:32,0.006182926,0.002480325,1
7/28/2023 15:32,-0.043447801,0.007095532,1
7/28/2023 15:32,-0.117168866,-0.01143297,1
7/28/2023 15:32,0.002746671,-0.036038388,1
7/28/2023 15:32,-0.027692208,-0.023167237,1
7/28/2023 15:32,-0.064199367,0.012252113,1
7/28/2023 15:32,-0.01109583,0.035030396,1
7/28/2023 15:32,0.007815756,0.056306368,1
7/28/2023 15:32,0.028189578,0.051867107,1
7/28/2023 15:32,0.01812452,0.057876351,1
7/28/2023 15:32,-0.048248809,0.016623703,1
7/28/2023 15:32,0.015114751,0.003346522,1
7/28/2023 15:32,0.201726527,-0.013043556,1
7/28/2023 15:32,0.088957669,-0.044659758,1
7/28/2023 15:32,-0.179387008,-0.101409218,1
7/28/2023 15:32,-0.160530256,-0.120668574,1
7/28/2023 15:32,0.126336076,-0.090175721,1
7/28/2023 15:32,0.115710495,-0.058505381,1
7/28/2023 15:32,-0.111252903,-0.014762416,1
7/28/2023 15:32,-0.065375249,0.03638383,1
7/28/2023 15:32,0.019178548,0.10803459,1
7/28/2023 15:32,-0.047048557,0.086853359,1
7/28/2023 15:32,-0.087077268,0.043624698,1
7/28/2023 15:32,-0.021270555,0.011832549,1
7/28/2023 15:32,0.059767782,0.050757292,1
7/28/2023 15:32,0.098382998,0.001830677,1
7/28/2023 15:32,0.02433293,-0.033290918,1
7/28/2023 15:32,0.075687877,0.045370627,1
7/28/2023 15:32,0.051390389,0.028804603,1
7/28/2023 15:32,-0.01456864,0.033988253,1
7/28/2023 15:32,0.035366719,0.047509052,1
7/28/2023 15:32,0.048374527,0.031267852,1
7/28/2023 15:32,-0.014635659,0.022470535,1
7/28/2023 15:32,-0.049278467,0.065117219,1
7/28/2023 15:32,-0.015244924,0.04388185,1
7/28/2023 15:32,-0.048395033,-0.001891265,1
7/28/2023 15:32,-0.11255673,-0.051372788,1
7/28/2023 15:32,-0.060817946,-0.031301371,1
7/28/2023 15:32,0.128474597,-0.024967303,1
7/28/2023 15:32,0.058774681,-0.074557101,1
7/28/2023 15:32,0.021243957,-0.031125425,1
7/28/2023 15:32,-0.03252368,0.029873815,1
7/28/2023 15:32,-0.006654288,0.038332774,1
7/28/2023 15:32,-0.028411141,0.055616117,1
7/28/2023 15:32,0.003971294,0.03963207,1
7/28/2023 15:32,0.204413386,-0.019540036,1
7/28/2023 15:32,0.056788477,0.031958103,1
7/28/2023 15:32,-0.099414884,0.059838829,1
7/28/2023 15:32,-0.044873481,0.008570775,1
7/28/2023 15:32,-0.132906181,-0.000267145,1
7/28/2023 15:32,-0.11142959,-0.049802805,1
7/28/2023 15:33,0.103732345,-0.100123456,1
7/28/2023 15:33,-0.076616188,-0.064243939,1
7/28/2023 15:33,-0.159628544,-0.021813804,1
7/28/2023 15:33,-0.03769634,0.007812852,1
7/28/2023 15:33,-0.122439008,0.079382407,1
7/28/2023 15:33,-0.068257072,0.105287121,1
7/28/2023 15:33,0.004659763,0.06449464,1
7/28/2023 15:33,-0.002371155,0.015946986,1
7/28/2023 15:33,-0.039371818,0.013551409,1
7/28/2023 15:33,-0.17419607,0.020453919,1
7/28/2023 15:33,-0.295025505,0.006581228,1
7/28/2023 15:33,-0.067556417,-0.026848576,1
7/28/2023 15:33,0.005214194,-0.096036088,1
7/28/2023 15:33,-0.221432386,-0.10188292,1
7/28/2023 15:33,0.014779655,-0.058410641,1
7/28/2023 15:33,0.184057842,-0.135028502,1
7/28/2023 15:33,0.015303623,-0.106078563,1
7/28/2023 15:33,-0.044099715,0.004699955,1
7/28/2023 15:33,0.145332959,0.02420293,1
7/28/2023 15:33,0.189169576,-0.018132465,1
7/28/2023 15:33,-0.0035775,0.008232416,1
7/28/2023 15:33,0.008540781,0.02998209,1
7/28/2023 15:33,0.044718937,0.009464041,1
7/28/2023 15:33,-0.194387112,-0.103155147,1
7/28/2023 15:33,-0.352290322,-0.041019023,1
7/28/2023 15:33,0.056148748,0.031592676,1
7/28/2023 15:33,0.222874116,-0.050844949,1
7/28/2023 15:33,0.070046083,-0.023045428,1
7/28/2023 15:33,0.047424074,0.094297242,1
7/28/2023 15:33,0.167869671,-0.05924977,1
7/28/2023 15:33,-0.134240472,-0.126569544,1
7/28/2023 15:33,-0.143684079,-0.056894796,1
7/28/2023 15:33,0.09204055,0.005999251,1
7/28/2023 15:33,0.341887941,0.092632519,1
7/28/2023 15:33,0.153417906,0.160290651,1
7/28/2023 15:33,0.03355111,0.05637404,1
7/28/2023 15:33,-0.206712543,-0.034211253,1
7/28/2023 15:33,-0.287360951,-0.149456101,1
7/28/2023 15:33,-0.249702282,-0.132659994,1
7/28/2023 15:33,0.184910813,0.012576937,1
7/28/2023 15:33,0.34275919,0.101971209,1
7/28/2023 15:33,0.168466751,0.159018424,1
7/28/2023 15:33,-0.044191104,0.233430189,1
7/28/2023 15:33,-0.133003664,0.117251471,1
7/28/2023 15:33,-0.163802009,-0.097470727,1
7/28/2023 15:33,-0.057247653,-0.103331093,1
7/28/2023 15:33,0.298794627,0.000626121,1
7/28/2023 15:33,0.357113473,0.04247428,1
7/28/2023 15:33,0.072294271,0.065699196,1
7/28/2023 15:33,-0.299119766,0.081574969,1
7/28/2023 15:33,-0.405284192,0.064318694,1
7/28/2023 15:33,-0.336516452,0.017516969,1
7/28/2023 15:33,-0.080180388,0.099156068,1
7/28/2023 15:33,0.122704857,0.119010935,1
7/28/2023 15:33,0.203207041,0.103392314,1
7/28/2023 15:33,-0.137835135,-0.021854407,1
7/28/2023 15:33,-0.321406679,-0.140361029,1
7/28/2023 15:33,-0.113939762,-0.218359392,1
7/28/2023 15:33,0.116539095,-0.189544797,1
7/28/2023 15:33,0.388825716,0.005809771,1
7/28/2023 15:34,0.556635575,0.170251921,1
7/28/2023 15:34,0.243339327,0.159248508,1
7/28/2023 15:34,-0.148046416,0.048835416,1
7/28/2023 15:34,-0.257933452,-0.087983159,1
7/28/2023 15:34,-0.180623816,-0.189138767,1
7/28/2023 15:34,0.060005396,-0.108271125,1
7/28/2023 15:34,0.161527223,-0.040653596,1
7/28/2023 15:34,0.098474388,-0.032154034,1
7/28/2023 15:34,-0.195885904,-0.008712569,1
7/28/2023 15:34,-0.279897455,-0.126095842,1
7/28/2023 15:34,-0.196086962,-0.113576584,1
7/28/2023 15:34,0.139898315,-0.019878394,1
7/28/2023 15:34,0.258759824,0.071654302,1
7/28/2023 15:34,0.167339611,0.174921266,1
7/28/2023 15:34,0.178836441,0.24142898,1
7/28/2023 15:34,0.048429361,0.112230234,1
7/28/2023 15:34,-0.156253216,-0.033169109,1
7/28/2023 15:34,-0.265732044,-0.044971048,1
7/28/2023 15:34,0.041788372,0.102079484,1
7/28/2023 15:34,0.156110857,0.145118664,1
7/28/2023 15:34,0.034416266,0.103135162,1
7/28/2023 15:34,-0.070145794,0.007433891,1
7/28/2023 15:34,-0.138578438,-0.132186292,1
7/28/2023 15:34,-0.319207233,-0.19171029,1
7/28/2023 15:34,-0.031829118,-0.125716881,1
7/28/2023 15:34,0.317517341,0.041134381,1
7/28/2023 15:34,0.275752225,0.14529461,1
7/28/2023 15:34,0.035982077,0.163335876,1
7/28/2023 15:34,-0.017158016,0.015134926,1
7/28/2023 15:34,-0.146407494,-0.103574711,1
7/28/2023 15:34,-0.220128559,-0.172274987,1
7/28/2023 15:34,-0.029544374,-0.127313932,1
7/28/2023 15:34,0.163574353,0.043651767,1
7/28/2023 15:34,0.062966424,0.113326515,1
7/28/2023 15:34,0.055557761,0.104366786,1
7/28/2023 15:34,-0.05576714,0.046696992,1
7/28/2023 15:34,-0.264696293,-0.036363212,1
7/28/2023 15:34,-0.309940312,-0.064988327,1
7/28/2023 15:34,-0.133143795,0.025840584,1
7/28/2023 15:34,0.232744209,0.132694146,1
7/28/2023 15:34,0.131983963,0.122624602,1
7/28/2023 15:34,0.101746141,-0.021258896,1
7/28/2023 15:34,-0.081819311,-0.05112917,1
7/28/2023 15:34,-0.210684951,-0.020717523,1
7/28/2023 15:34,-0.19815237,-0.026618492,1
7/28/2023 15:34,-0.174415406,0.001641196,1
7/28/2023 15:34,-0.015378963,0.1392989,1
7/28/2023 15:34,0.246355189,0.159586866,1
7/28/2023 15:34,-0.022306306,0.041932906,1
7/28/2023 15:34,-0.263928619,-0.035104519,1
7/28/2023 15:34,-0.261741358,-0.058857274,1
7/28/2023 15:34,-0.145761673,0.000585518,1
7/28/2023 15:34,0.042093005,0.065225494,1
7/28/2023 15:34,-0.094528579,0.064413434,1
7/28/2023 15:34,0.066853534,0.019479447,1
7/28/2023 15:34,-0.078986229,0.00246679,1
7/28/2023 15:34,-0.277899066,-0.086183093,1
7/28/2023 15:34,-0.230053485,-0.127638756,1
7/28/2023 15:34,0.039430517,-0.018565564,1
7/28/2023 15:34,0.257108716,0.105138243,1
7/28/2023 15:35,0.178915646,0.101714057,1
7/28/2023 15:35,-0.047511599,0.032337064,1
7/28/2023 15:35,-0.206767377,0.047576723,1
7/28/2023 15:35,-0.082471224,0.02389164,1
7/28/2023 15:35,-0.153487153,0.037168821,1
7/28/2023 15:35,0.056526493,0.044179606,1
7/28/2023 15:35,0.298599662,0.038386911,1
7/28/2023 15:35,0.17977471,-0.002256692,1
7/28/2023 15:35,-0.157898231,-0.080620482,1
7/28/2023 15:35,-0.103100937,-0.202754306,1
7/28/2023 15:35,-0.022818088,-0.136138317,1
7/28/2023 15:35,0.079111946,-0.008455417,1
7/28/2023 15:35,0.139892223,0.072493431,1
7/28/2023 15:35,0.20943373,0.108183468,1
7/28/2023 15:35,-0.003455647,0.138689855,1
7/28/2023 15:35,-0.244054395,0.100929065,1
7/28/2023 15:35,-0.252584105,0.009044476,1
7/28/2023 15:35,0.035123013,-0.022720604,1
7/28/2023 15:35,0.207417063,-0.003488316,1
7/28/2023 15:35,0.12110249,-0.022639398,1
7/28/2023 15:35,-0.028679218,-0.012488648,1
7/28/2023 15:35,-0.062347202,0.007623371,1
7/28/2023 15:35,-0.139108499,0.015595094,1
7/28/2023 15:35,-0.018900514,0.030036227,1
7/28/2023 15:35,0.129626107,0.066538324,1
7/28/2023 15:35,0.185044852,0.041459205,1
7/28/2023 15:35,0.103762808,0.037777866,1
7/28/2023 15:35,0.073866175,-0.045092857,1
7/28/2023 15:35,-0.223662296,-0.131644919,1
7/28/2023 15:35,-0.155522098,-0.103168681,1
7/28/2023 15:35,-0.044964871,-0.026713232,1
7/28/2023 15:35,0.046577195,0.064521709,1
7/28/2023 15:35,0.073354392,0.111377571,1
7/28/2023 15:35,-0.079400529,0.142777224,1
7/28/2023 15:35,-0.365157999,0.144915649,1
7/28/2023 15:35,-0.398728501,0.123923898,1
7/28/2023 15:35,0.092710741,0.08854515,1
7/28/2023 15:35,0.174662976,0.068500803,1
7/28/2023 15:35,0.071423022,0.008218882,1
7/28/2023 15:35,-0.057339043,-0.046784649,1
7/28/2023 15:35,-0.033687376,-0.070794556,1
7/28/2023 15:35,-0.065387434,-0.156345077,1
7/28/2023 15:35,-0.056973484,-0.154693888,1
7/28/2023 15:35,-0.025785209,-0.017712901,1
7/28/2023 15:35,0.034416266,0.011115229,1
7/28/2023 15:35,0.123259288,-0.01955357,1
7/28/2023 15:35,0.00180231,-0.009037393,1
7/28/2023 15:35,-0.155777989,-0.016697826,1
7/28/2023 15:35,-0.242665271,-0.02411464,1
7/28/2023 15:35,-0.183682326,-0.040937817,1
7/28/2023 15:35,-0.124346008,0.034881519,1
7/28/2023 15:35,0.133750831,0.108061659,1
7/28/2023 15:35,0.16193543,0.112013684,1
7/28/2023 15:35,-0.022708421,0.01698913,1
7/28/2023 15:35,-0.113817909,0.001275769,1
7/28/2023 15:35,-0.154528996,-0.012082618,1
7/28/2023 15:35,-0.012277804,0.034380748,1
7/28/2023 15:35,0.149171329,0.109915863,1
7/28/2023 15:35,0.243637867,0.134318266,1
7/28/2023 15:35,0.041958967,0.120229025,1
7/28/2023 15:36,-0.076902542,0.070733968,1
7/28/2023 15:36,-0.220896232,0.039456123,1
7/28/2023 15:36,-0.187051562,0.040065168,1
7/28/2023 15:36,0.006968878,0.098086855,1
7/28/2023 15:36,0.126403096,0.096043171,1
7/28/2023 15:36,0.032423969,0.051325734,1
7/28/2023 15:36,-0.054853242,0.02439241,1
7/28/2023 15:36,-0.061902438,-0.058424175,1
7/28/2023 15:36,-0.091780794,-0.103128078,1
7/28/2023 15:36,0.070448198,-0.023992831,1
7/28/2023 15:36,0.153363072,0.107154859,1
7/28/2023 15:36,0.157292831,0.052367877,1
7/28/2023 15:36,0.024265911,0.00409091,1
7/28/2023 15:36,0.005165453,-0.000916793,1
7/28/2023 15:36,-0.072698614,-0.010702116,1
7/28/2023 15:36,-0.010876494,-0.063540153,1
7/28/2023 15:36,0.14558885,-0.010891597,1
7/28/2023 15:36,0.152491823,0.025772912,1
7/28/2023 15:36,-0.101803203,-0.074232277,1
7/28/2023 15:36,-0.225228107,-0.139129405,1
7/28/2023 15:36,0.062771459,-0.060197173,1
7/28/2023 15:36,0.046430972,0.030469326,1
7/28/2023 15:36,-0.191176286,-0.005356054,1
7/28/2023 15:36,0.026526284,0.126996191,1
